document_id,sentence_id,start_token_id,end_token_id,entity_text,predicted_entity_type,ner_score,reliability_score
EXP-1928-05-15-a-i0009,4,361,361,PARIS,LOC,0.99295312166214,1
EXP-1928-05-15-a-i0009,4,365,365,Havas,ORG,0.9573778510093688,1
EXP-1928-05-15-a-i0009,4,371,372,Petit Journal,PROD,0.9841930270195008,1
EXP-1928-05-15-a-i0009,4,376,376,Mulhouse,LOC,0.9924073219299316,1
EXP-1928-05-15-a-i0009,4,383,390,"M. Vogelwald, 46 ans, médecin",PERS,0.9800907969474792,1
EXP-1928-05-15-a-i0009,4,405,405,Ferrette,LOC,0.985855221748352,1
EXP-1928-05-15-a-i0009,4,437,438,docteur Vogelwald,PERS,0.98219633102417,1
EXP-1928-05-15-a-i0009,4,500,500,PARIS,LOC,0.9934426546096802,1
EXP-1928-05-15-a-i0009,4,504,504,Havas,ORG,0.9620738625526428,1
EXP-1928-05-15-a-i0009,4,511,511,Dreux,LOC,0.9849210381507874,1
EXP-1928-05-15-a-i0009,4,514,517,Journal > de Paris,PROD,0.7387698292732239,0
EXP-1928-05-15-a-i0009,4,521,529,"ouvrier sur métaux, Maurice Ferte, 21 ans",PERS,0.8997882604598999,0
EXP-1928-05-15-a-i0009,4,540,551,"Mme Pelletier, femme du propriétaire d'un hôtel à Annet",PERS,0.8157223463058472,1
EXP-1928-05-15-a-i0009,4,612,614,"Mme Desjaux,",PERS,0.9136926531791688,1
EXP-1928-05-15-a-i0009,4,616,616,-,PERS,0.5188372731208801,1
EXP-1928-05-15-a-i0009,4,619,621,l'hôtelier,PERS,0.6129924654960632,1
EXP-1928-05-15-a-i0009,4,655,657,M. Pelletier,PERS,0.9905222654342652,1
EXP-1928-05-15-a-i0009,4,667,668,Maurice Ferte,PERS,0.9908018708229064,1
EXP-1928-05-15-a-i0009,4,697,699,M. Pelletier,PERS,0.990670680999756,1
EXP-1928-05-15-a-i0009,4,714,716,hôpital de Dreux,ORG,0.7105590105056763,0
EXP-1928-05-15-a-i0009,4,751,751,PARIS,LOC,0.9965387582778932,1
EXP-1928-05-15-a-i0009,4,756,756,Havas,ORG,0.9124760031700134,1
EXP-1928-05-15-a-i0009,4,762,763,Petit Parisien,PROD,0.9837141036987304,1
EXP-1928-05-15-a-i0009,4,767,767,Toulon,LOC,0.997769832611084,1
EXP-1928-05-15-a-i0009,4,774,775,la Môle,LOC,0.8377600312232971,1
EXP-1928-05-15-a-i0009,4,789,792,M. JOhn Smith,PERS,0.991624653339386,1
EXP-1928-05-15-a-i0009,4,795,795,Londres,LOC,0.9895898699760436,1
EXP-1928-05-15-a-i0009,6,849,851,"M, Kellogg",PERS,0.950202703475952,1
EXP-1928-05-15-a-i0009,6,852,852,PARIS,LOC,0.9638351202011108,1
EXP-1928-05-15-a-i0009,6,856,856,Havas,ORG,0.9634378552436828,1
EXP-1928-05-15-a-i0009,7,863,863,Londres,LOC,0.985356867313385,1
EXP-1928-05-15-a-i0009,7,868,869,comité Nobel,ORG,0.7207977771759033,1
EXP-1928-05-15-a-i0009,7,876,877,de 1928,TIME,0.9257147312164308,1
EXP-1928-05-15-a-i0009,7,882,884,M. Kellogg,PERS,0.9559918642044068,1
EXP-1928-05-15-a-i0009,8,894,894,LONDRES,LOC,0.9719631671905518,1
EXP-1928-05-15-a-i0009,9,898,898,Havas,ORG,0.9649682641029358,1
EXP-1928-05-15-a-i0009,10,905,905,Tokio,LOC,0.9954557418823242,1
EXP-1928-05-15-a-i0009,10,908,909,Daily Mail,PROD,0.978725016117096,1
EXP-1928-05-15-a-i0009,10,922,922,Chine,LOC,0.9947186708450316,1
EXP-1928-05-15-a-i0009,10,924,926,Etats-Unis,LOC,0.9839689135551452,1
EXP-1928-05-15-a-i0009,10,928,942,"M. Wou, ancien ministre du gouvernement cantonais de Sun-Yat-Sen",PERS,0.8482096195220947,0
EXP-1928-05-15-a-i0009,10,945,955,"ministre en Angleterre, M. Wang-Shing-Wei",PERS,0.9166221618652344,1
EXP-1928-05-29-a-i0007,0,7,12,Feuille d'Avig de Neuchâtel,PROD,0.9365837574005128,1
EXP-1928-05-29-a-i0007,0,18,18,Kellogg,PERS,0.979091465473175,1
EXP-1928-05-29-a-i0007,0,20,20,PARIS,LOC,0.971602737903595,1
EXP-1928-05-29-a-i0007,0,24,24,Havas,ORG,0.851751446723938,1
EXP-1928-05-29-a-i0007,0,31,33,New. York,LOC,0.9712398648262024,1
EXP-1928-05-29-a-i0007,0,36,37,Petit Parisien,PROD,0.9755792617797852,1
EXP-1928-05-29-a-i0007,0,41,43,M. Kellogg,PERS,0.9826996326446532,1
EXP-1928-05-29-a-i0007,0,66,66,Kellogg,PERS,0.97460675239563,1
EXP-1928-05-29-a-i0007,4,207,209,M. Kellogg,PERS,0.9896293878555298,1
EXP-1928-05-29-a-i0007,4,214,216,M. Venizelos,PERS,0.9921647906303406,1
EXP-1928-05-29-a-i0007,4,218,218,LONDRES,LOC,0.9938552975654602,1
EXP-1928-05-29-a-i0007,4,222,222,Havas,ORG,0.9460372924804688,1
EXP-1928-05-29-a-i0007,4,228,229,Daily Mail,PROD,0.97625470161438,1
EXP-1928-05-29-a-i0007,4,239,239,Grèce,LOC,0.996135711669922,1
EXP-1928-05-29-a-i0007,4,248,250,M. Venizelos,PERS,0.9921914339065552,1
EXP-1928-05-29-a-i0007,4,275,275,Conseil,ORG,0.677356481552124,0
EXP-1928-05-29-a-i0007,4,297,299,M. Venizelos,PERS,0.993613064289093,1
EXP-1928-05-29-a-i0007,4,332,335,"Georges II, fils",PERS,0.8207043409347534,0
EXP-1928-05-29-a-i0007,4,337,337,Constantin,PERS,0.873605489730835,1
EXP-1928-05-29-a-i0007,4,339,341,M. Venizelos,PERS,0.9923828840255736,1
EXP-1928-05-29-a-i0007,4,372,381,Szen _ -f _ o. tl. ard,LOC,0.8351283669471741,1
EXP-1928-05-29-a-i0007,4,384,384,BELGRADE,LOC,0.9676032066345216,1
EXP-1928-05-29-a-i0007,4,388,388,Havas,ORG,0.9460609555244446,1
EXP-1928-05-29-a-i0007,4,396,396,Belgrade,LOC,0.9787507653236388,1
EXP-1928-05-29-a-i0007,4,400,400,Novosti,PROD,0.9329055547714232,1
EXP-1928-05-29-a-i0007,4,406,406,Zagreb,LOC,0.8158672451972961,1
EXP-1928-05-29-a-i0007,4,413,413,Belgrade,LOC,0.9754072427749634,1
EXP-1928-05-29-a-i0007,4,426,426,Italie,LOC,0.9936661124229432,1
EXP-1928-05-29-a-i0007,4,431,431,Bulgarie,LOC,0.9877278804779052,1
EXP-1928-05-29-a-i0007,4,443,443,Sofia,LOC,0.9954075217247008,1
EXP-1928-05-29-a-i0007,4,515,515,PARIS,LOC,0.9861418604850768,1
EXP-1928-05-29-a-i0007,4,519,519,Havas,ORG,0.8572021126747131,1
EXP-1928-05-29-a-i0007,4,526,527,Petit Parisien,PROD,0.9795767068862916,1
EXP-1928-05-29-a-i0007,4,536,536,lande,LOC,0.9610226154327391,1
EXP-1928-05-29-a-i0007,4,538,538,Uruguay,LOC,0.9561452269554138,1
EXP-1928-05-29-a-i0007,4,607,607,Silésie,LOC,0.986084759235382,1
EXP-1928-05-29-a-i0007,4,608,608,BERLIN,LOC,0.8212140202522278,1
EXP-1928-05-29-a-i0007,4,612,612,Wolff,PERS,0.7496771812438965,0
EXP-1928-05-29-a-i0007,4,618,619,Vossische Zeitung,PROD,0.9697954654693604,1
EXP-1928-05-29-a-i0007,4,631,631,Silésie,LOC,0.9873476028442384,1
EXP-1928-05-29-a-i0007,4,636,636,Reichenbach,LOC,0.99204683303833,1
EXP-1928-05-29-a-i0007,4,638,638,Schweitnitz,LOC,0.9910364747047424,1
EXP-1928-05-29-a-i0007,9,699,699,Reichenbach,LOC,0.9711775183677672,1
EXP-1928-05-29-a-i0007,9,702,702,Schweitnitz,LOC,0.974635660648346,1
EXP-1928-05-29-a-i0007,11,726,726,Weistritz,LOC,0.9487560391426086,1
EXP-1928-05-29-a-i0007,12,737,737,Riesengebirge,LOC,0.9628049731254578,1
EXP-1928-05-29-a-i0007,13,762,762,STOCKHOLM,LOC,0.9765785932540894,1
EXP-1928-05-29-a-i0007,13,766,766,Wolff,ORG,0.8791211843490601,1
EXP-1928-05-29-a-i0007,14,788,790,ville de Sala,LOC,0.7438960075378418,1
EXP-1928-05-29-a-i0007,21,868,868,Tou,PERS,0.5565019249916077,0
EXP-1928-05-29-a-i0007,21,870,870,PARIS,LOC,0.958275318145752,1
EXP-1928-05-29-a-i0007,21,874,874,Havas,ORG,0.962285041809082,1
EXP-1928-05-29-a-i0007,22,881,884,_Tbu * quet,PROD,0.7230901718139648,0
EXP-1928-05-29-a-i0007,22,898,899,Mme Wilson,PERS,0.976678729057312,1
EXP-1928-05-29-a-i0007,22,905,905,Truay,LOC,0.9245964884757996,1
EXP-1928-05-29-a-i0007,24,976,976,BELGRADE,LOC,0.9748053550720216,1
EXP-1928-05-29-a-i0007,24,980,980,Avala,ORG,0.3786517977714538,1
EXP-1928-05-29-a-i0007,25,997,997,Belgrade,LOC,0.894455075263977,1
EXP-1928-05-29-a-i0007,25,1001,1001,Italie,LOC,0.9292698502540588,1
EXP-1928-05-29-a-i0007,27,1034,1034,Belgrade,LOC,0.8956297636032104,1
EXP-1928-05-29-a-i0007,28,1044,1046,Buenos-Ayres,LOC,0.9862111806869508,1
EXP-1928-05-29-a-i0007,28,1047,1049,BUENOS-AYRES,LOC,0.9921676516532898,1
EXP-1928-05-29-a-i0007,28,1053,1053,Havas,ORG,0.9583635330200196,1
EXP-1928-05-29-a-i0007,29,1067,1076,"M. César Aseltra, ancien lieutenant-colonel italien",PERS,0.932865023612976,1
EXP-1928-05-29-a-i0007,32,1111,1111,Wilkins,PERS,0.7325941324234009,1
EXP-1928-05-29-a-i0007,32,1113,1113,Eielson,PERS,0.7604900002479553,1
EXP-1928-05-29-a-i0007,32,1115,1115,Copenhague,LOC,0.9725000262260436,1
EXP-1928-05-29-a-i0007,32,1117,1117,COPENHAGUE,LOC,0.9171937108039856,1
EXP-1928-05-29-a-i0007,32,1121,1121,Havas,ORG,0.9317523241043092,1
EXP-1928-05-29-a-i0007,34,1128,1128,Wilkins,PERS,0.7205291986465454,1
EXP-1928-05-29-a-i0007,34,1130,1130,EielsOn,PERS,0.7916882038116455,1
EXP-1928-05-29-a-i0007,34,1142,1142,Oslo,LOC,0.8922767043113708,1
EXP-1928-05-29-a-i0007,36,1163,1163,Chantoung,LOC,0.8405681252479553,1
EXP-1928-05-29-a-i0007,36,1165,1165,PARIS,LOC,0.8897433280944824,1
EXP-1928-05-29-a-i0007,36,1169,1169,Havas,ORG,0.9580978155136108,1
EXP-1928-05-29-a-i0007,37,1175,1176,Petit Journal,PROD,0.7649412751197815,1
EXP-1928-05-29-a-i0007,37,1185,1185,Londres,LOC,0.9620500802993774,1
EXP-1928-05-29-a-i0007,37,1190,1190,Tokio,LOC,0.9675024151802064,1
EXP-1928-05-29-a-i0007,37,1217,1217,Chantoung,LOC,0.9567468762397766,1
EXP-1928-05-29-a-i0007,38,1244,1245,S.,ORG,0.5669978260993958,1
EXP-1928-05-29-a-i0007,39,1255,1256,Annales coloniales,PROD,0.8128595948219299,0
EXP-1928-05-29-a-i0007,39,1268,1268,Mohamed,PERS,0.958612322807312,1
EXP-1928-05-29-a-i0007,42,1306,1306,Mohammed,PERS,0.9410219192504884,1
EXP-1928-05-29-a-i0007,49,1399,1399,Mohammed,PERS,0.9848588109016418,1
EXP-1928-08-15-a-i0065,0,6,6,THALWIL,LOC,0.6661714911460876,1
EXP-1928-08-15-a-i0065,3,32,32,Gattikon,LOC,0.9325919151306152,1
EXP-1928-08-15-a-i0065,3,36,36,Thalwil,LOC,0.9481538534164428,1
EXP-1928-08-15-a-i0065,5,72,72,Bret,PERS,0.3302898705005646,1
EXP-1928-08-15-a-i0065,10,127,127,THALWIL,LOC,0.6958141326904297,1
EXP-1928-08-15-a-i0065,11,139,139,Gattikon,LOC,0.9369562864303588,1
EXP-1928-08-15-a-i0065,15,220,220,W,LOC,0.4324991405010223,1
EXP-1928-08-15-a-i0065,16,245,253,"M. Meier-Bâr, menuisier et ébéniste",PERS,0.7845450639724731,1
EXP-1928-08-15-a-i0065,16,255,255,Wângi,LOC,0.8651681542396545,0
EXP-1928-08-15-a-i0065,16,257,257,Thurgovie,LOC,0.9485235214233398,1
EXP-1928-08-15-a-i0065,18,299,299,MU,LOC,0.5665802955627441,1
EXP-1928-08-15-a-i0065,19,319,319,Bùnz,LOC,0.9671162366867064,1
EXP-1928-08-15-a-i0065,19,322,322,Argovie,LOC,0.983737289905548,1
EXP-1928-08-15-a-i0065,23,354,354,LUCERNE,LOC,0.9841159582138062,1
EXP-1928-08-15-a-i0065,23,367,367,Neudorf,LOC,0.9821770191192628,1
EXP-1928-08-15-a-i0065,28,436,436,BREMGARTEN,LOC,0.93577241897583,1
EXP-1928-08-15-a-i0065,28,438,439,Argovie),LOC,0.8882031440734863,0
EXP-1928-08-15-a-i0065,29,447,447,Bunzen,LOC,0.9627628326416016,1
EXP-1928-08-15-a-i0065,32,514,514,Sie,LOC,0.7247173190116882,1
EXP-1928-08-15-a-i0065,34,529,542,"M. Troillet, Conseiller d'Etat, président de l'Association",PERS,0.8151532411575317,1
EXP-1928-08-15-a-i0065,34,551,555,"Mgr Biéler, évêque de",PERS,0.8625302314758301,1
EXP-1928-08-15-a-i0065,34,556,556,Sion,PERS,0.8471819758415222,1
EXP-1928-08-15-a-i0065,36,578,580,M. Troillet,PERS,0.9651802182197572,1
EXP-1928-08-15-a-i0065,37,588,595,"M. Gard, avocat, commissaire général",PERS,0.8390978574752808,1
EXP-1928-08-15-a-i0065,37,606,606,Sierre,LOC,0.9450337290763856,1
EXP-1928-08-15-a-i0065,37,616,616,Valais,LOC,0.7818081378936768,1
EXP-1928-08-15-a-i0065,39,640,643,Val d'Anniviers,LOC,0.9859370589256288,1
EXP-1928-08-15-a-i0065,39,654,654,Vissoye,LOC,0.8632538914680481,1
EXP-1928-08-15-a-i0065,39,661,661,Grimentz,LOC,0.9053451418876648,1
EXP-1928-08-15-a-i0065,40,665,665,ORBE,LOC,0.8539647459983826,1
EXP-1928-08-15-a-i0065,42,693,693,Signal,LOC,0.8821157217025757,1
EXP-1928-09-21-a-i0102,0,0,0,NEUCHATEL,LOC,0.59868323802948,1
EXP-1928-09-21-a-i0102,0,34,34,Maladière,LOC,0.6921398043632507,1
EXP-1928-09-21-a-i0102,3,112,123,"M. Terzi, éleveur de petit bétail, habitant les Prises",PERS,0.9529989957809448,1
EXP-1928-09-21-a-i0102,4,153,153,Prises,LOC,0.9036308526992798,1
EXP-1928-09-21-a-i0102,5,233,234,M Terzi,PERS,0.8917291164398193,1
EXP-1928-09-21-a-i0102,7,327,331,Bois de l'Hôpital,LOC,0.9689193367958068,1
EXP-1928-09-21-a-i0102,7,340,342,rue Fontaine André,LOC,0.9704168438911438,1
EXP-1928-10-25-a-i0006,0,15,15,Berne,LOC,0.932152271270752,1
EXP-1928-10-25-a-i0006,8,205,205,Berne,LOC,0.9832995533943176,1
EXP-1928-10-25-a-i0006,8,207,207,Zurich,LOC,0.9839401245117188,1
EXP-1928-10-25-a-i0006,8,209,211,Saint-Gall,LOC,0.988515555858612,1
EXP-1928-10-25-a-i0006,8,213,213,Grisons,LOC,0.9860333204269408,1
EXP-1928-10-25-a-i0006,8,220,220,Zurich,LOC,0.9830375909805298,1
EXP-1928-10-25-a-i0006,8,222,222,Schwytz,LOC,0.9906030297279358,1
EXP-1928-10-25-a-i0006,8,227,229,Saint-Gall,LOC,0.9872176051139832,1
EXP-1928-10-25-a-i0006,8,232,232,Valais,LOC,0.9864197373390198,1
EXP-1928-10-25-a-i0006,9,262,262,Marx,PERS,0.8903752565383911,1
EXP-1928-10-25-a-i0006,10,321,323,Bâle-Ville,LOC,0.9702418446540833,1
EXP-1928-10-25-a-i0006,10,326,326,Berne,LOC,0.9856763482093812,1
EXP-1928-10-25-a-i0006,12,381,381,Rhin,LOC,0.7963920831680298,1
EXP-1928-10-25-a-i0006,13,407,409,Bâle-Campagne,LOC,0.9570872783660888,1
EXP-1928-10-25-a-i0006,15,446,446,Soleure,LOC,0.968735933303833,1
EXP-1928-10-25-a-i0006,15,451,451,Berne,LOC,0.9594467878341676,1
EXP-1928-10-25-a-i0006,15,463,463,Argovie,LOC,0.9744815230369568,1
EXP-1928-10-25-a-i0006,15,484,484,Tessin,LOC,0.9787317514419556,1
EXP-1928-10-25-a-i0006,16,519,519,Glaris,LOC,0.9294899702072144,1
EXP-1928-10-25-a-i0006,16,532,533,Appenzell Ext,LOC,0.8691677451133728,1
EXP-1928-10-25-a-i0006,16,556,557,Appenzell Intérieur,LOC,0.8927534818649292,1
EXP-1928-10-25-a-i0006,16,577,577,Berne,LOC,0.9465572237968444,1
EXP-1928-10-25-a-i0006,17,594,594,NeuchâteL,LOC,0.9826238751411438,1
EXP-1928-10-25-a-i0006,18,642,642,Fribourg,LOC,0.9835677742958068,1
EXP-1928-10-25-a-i0006,21,719,721,canton de Vaud,LOC,0.9536773562431335,1
EXP-1928-10-25-a-i0006,21,734,734,Genève,LOC,0.9561223983764648,1
EXP-1928-10-25-a-i0006,21,751,754,parti de défense économique,ORG,0.6095167398452759,0
EXP-1928-10-25-a-i0006,22,759,762,M. de Rabours,PERS,0.944750964641571,1
EXP-1928-10-25-a-i0006,23,811,811,Démosthène,PERS,0.8813226222991943,1
EXP-1928-10-25-a-i0006,23,814,814,Berne,LOC,0.9234153032302856,1
EXP-1928-12-19-a-i0002,0,1,1,Bolivie,LOC,0.9928234219551086,1
EXP-1928-12-19-a-i0002,0,11,13,NEW-YORK,LOC,0.9941737055778505,1
EXP-1928-12-19-a-i0002,0,17,17,Reuter,ORG,0.9240872263908386,1
EXP-1928-12-19-a-i0002,0,25,26,la Paz,LOC,0.98058819770813,1
EXP-1928-12-19-a-i0002,0,29,29,Bolivie,LOC,0.9931502938270568,1
EXP-1928-12-19-a-i0002,0,32,32,Paraguay,LOC,0.9942914247512816,1
EXP-1928-12-19-a-i0002,0,49,49,Bolivie,LOC,0.9938084483146667,1
EXP-1928-12-19-a-i0002,0,90,90,Paraguay,LOC,0.991478443145752,1
EXP-1928-12-19-a-i0002,0,93,94,fort Vanguardia,LOC,0.919810116291046,0
EXP-1928-12-19-a-i0002,1,101,104,S. d.,ORG,0.667155385017395,1
EXP-1928-12-19-a-i0002,2,107,107,PARIS,LOC,0.8647574186325073,1
EXP-1928-12-19-a-i0002,2,111,111,Havas,ORG,0.9721218943595886,1
EXP-1928-12-19-a-i0002,3,115,129,"M. Aristide Briand, président du conseil en exercice de la Société des nations",PERS,0.9827701449394226,1
EXP-1928-12-19-a-i0002,3,134,134,Paris,LOC,0.9914703965187072,1
EXP-1928-12-19-a-i0002,3,148,148,Bolivie,LOC,0.9879304766654968,1
EXP-1928-12-19-a-i0002,3,151,151,Paraguay,LOC,0.9914636015892028,1
EXP-1928-12-19-a-i0002,5,180,190,"M Eric Drummond, secrétaire général de la Société des nations",PERS,0.969862937927246,1
EXP-1928-12-19-a-i0002,5,193,215,"M. _Quinonès de Léon, ambassadeur à Paris et représentant de l'Espagne au conseil de la Société des nations",PERS,0.955801248550415,1
EXP-1928-12-19-a-i0002,6,217,222,"M. Sugimura, représentant du",PERS,0.883489191532135,1
EXP-1928-12-19-a-i0002,6,223,223,Japon,LOC,0.4934340119361877,0
EXP-1928-12-19-a-i0002,7,252,252,Bolivie,LOC,0.9518283009529114,1
EXP-1928-12-19-a-i0002,7,254,254,Paris,LOC,0.9400722980499268,1
EXP-1928-12-19-a-i0002,7,262,262,Paraguay,LOC,0.9722956418991088,1
EXP-1928-12-19-a-i0002,7,269,269,bli,LOC,0.8416826128959656,1
EXP-1928-12-19-a-i0002,7,270,270,ine,LOC,0.6629976034164429,1
EXP-1928-12-19-a-i0002,7,278,280,Etals-Unis,LOC,0.9485759735107422,1
EXP-1928-12-19-a-i0002,8,286,288,Société des nations,ORG,0.9678640365600586,1
EXP-1928-12-19-a-i0002,8,290,292,M. Briand,PERS,0.9718376994132996,1
EXP-1928-12-19-a-i0002,8,328,330,Société des nations,ORG,0.96647310256958,1
EXP-1928-12-19-a-i0002,10,379,379,Bolivie,LOC,0.9660398364067078,1
EXP-1928-12-19-a-i0002,10,380,380,GENEVE,LOC,0.9397253394126892,1
EXP-1928-12-19-a-i0002,11,386,397,"ministre des affaires étrangères de Bolivie, M. Thomas Manuel Elio",PERS,0.9704594612121582,1
EXP-1928-12-19-a-i0002,11,408,420,"M. Briand, président du conseil de la S. d.",PERS,0.9745299220085144,1
EXP-1928-12-19-a-i0002,13,431,432,la Paz,LOC,0.9432525634765624,1
EXP-1928-12-19-a-i0002,14,492,492,Bolivie,LOC,0.9699392914772034,1
EXP-1928-12-19-a-i0002,14,495,497,république du Paraguay,LOC,0.8462543487548828,1
EXP-1928-12-19-a-i0002,16,553,553,Paraguay,LOC,0.9832216501235962,1
EXP-1928-12-19-a-i0002,18,569,569,Bolivie,LOC,0.9812749028205872,1
EXP-1928-12-19-a-i0002,19,582,582,Paris,LOC,0.9539588689804076,1
EXP-1928-12-19-a-i0002,19,588,590,Buenos-Aires,LOC,0.9718834161758424,1
EXP-1928-12-19-a-i0002,19,591,591,PARIS,LOC,0.9573900103569032,1
EXP-1928-12-19-a-i0002,19,595,595,Havas,ORG,0.936288356781006,1
EXP-1928-12-19-a-i0002,20,612,612,Bolivie,LOC,0.99032324552536,1
EXP-1928-12-19-a-i0002,20,615,615,Paraguay,LOC,0.9916242957115172,1
EXP-1928-12-19-a-i0002,20,628,639,"M. Philippe Berthelot, secrétaire général du ministère des affaires étrangères",PERS,0.9851170778274536,1
EXP-1928-12-19-a-i0002,20,645,648,M. Aristide Briand,PERS,0.9937856197357178,1
EXP-1928-12-19-a-i0002,20,661,673,"ambassadeur de France auprès de la République argentine, M. Georges Clinchamp",PERS,0.9616708159446716,1
EXP-1928-12-19-a-i0002,21,686,689,M. Philippe Berthelot,PERS,0.9675219655036926,1
EXP-1928-12-19-a-i0002,21,701,704,Quai d'Orsay,LOC,0.987257719039917,1
EXP-1928-12-19-a-i0002,21,710,712,Buenos-Aires,LOC,0.9882456064224244,1
EXP-1928-12-19-a-i0002,22,761,763,M. Briand,PERS,0.6863330006599426,1
EXP-1928-12-19-a-i0002,22,788,790,Société des nations,ORG,0.6856379508972168,1
EXP-1928-12-19-a-i0002,23,798,798,LONDRES,LOC,0.9756032824516296,1
EXP-1928-12-19-a-i0002,23,802,802,Havas,ORG,0.9739906191825868,1
EXP-1928-12-19-a-i0002,24,809,810,la Paz,LOC,0.9801953434944152,1
EXP-1928-12-19-a-i0002,25,838,840,BUENOS-AIRES,LOC,0.9899644255638124,1
EXP-1928-12-19-a-i0002,25,844,844,Havas,ORG,0.9516448974609376,1
EXP-1928-12-19-a-i0002,26,869,871,Valois-Rivarola,LOC,0.8029856085777283,0
EXP-1928-12-19-a-i0002,26,876,876,Bolivie,LOC,0.987678050994873,1
EXP-1928-12-19-a-i0002,27,893,893,Bolivie,LOC,0.9539636969566344,1
EXP-1928-12-19-a-i0002,27,896,897,Képublique Argentine,LOC,0.6458843946456909,1
EXP-1928-12-19-a-i0002,27,898,900,BUENOS-AIRES,LOC,0.979158103466034,1
EXP-1928-12-19-a-i0002,28,907,907,Prensa,PROD,0.7411999702453613,1
EXP-1928-12-19-a-i0002,28,931,931,Bolivie,LOC,0.9810946583747864,1
EXP-1928-12-19-a-i0002,28,934,934,Paraguay,LOC,0.9896669387817384,1
EXP-1928-12-19-a-i0002,30,967,967,Prensa,PROD,0.7752206921577454,1
EXP-1928-12-19-a-i0002,30,972,972,Bolivie,LOC,0.9796631932258606,1
EXP-1928-12-19-a-i0002,32,1009,1009,Chili,LOC,0.9754092693328856,1
EXP-1928-12-19-a-i0002,32,1017,1017,Bolivie,LOC,0.9637807011604308,1
EXP-1928-12-19-a-i0002,33,1024,1024,Chili,LOC,0.9819492101669312,1
EXP-1928-12-19-a-i0002,33,1035,1035,Bolivie,LOC,0.980503261089325,1
EXP-1928-12-19-a-i0002,34,1043,1043,Prensa,PROD,0.9130334854125975,1
EXP-1928-12-19-a-i0002,34,1061,1061,Chili,LOC,0.98496413230896,1
EXP-1928-12-19-a-i0002,34,1066,1066,Argentine,LOC,0.9880200624465942,1
EXP-1928-12-19-a-i0002,34,1076,1076,Bolivie,LOC,0.9879620671272278,1
EXP-1928-12-19-a-i0002,34,1079,1079,Paraguay,LOC,0.9903531670570374,1
EXP-1928-12-19-a-i0002,34,1088,1088,Amérique,LOC,0.9905266761779784,1
EXP-1928-12-19-a-i0002,35,1097,1097,Bolivie,LOC,0.9837716221809388,1
EXP-1928-12-19-a-i0002,36,1113,1113,Paraguay,LOC,0.922229528427124,1
EXP-1928-12-19-a-i0002,36,1119,1122,S. d.,ORG,0.824561357498169,1
EXP-1928-12-19-a-i0002,38,1126,1126,GENÈVE,LOC,0.9321267008781432,1
EXP-1928-12-19-a-i0002,39,1138,1138,Paraguay,LOC,0.9469585418701172,1
EXP-1928-12-19-a-i0002,39,1144,1146,M. Briand,PERS,0.9752165675163268,1
EXP-1928-12-19-a-i0002,39,1148,1150,président en exercice,PERS,0.595613420009613,1
EXP-1928-12-19-a-i0002,39,1161,1163,Société des nations,ORG,0.9102609157562256,1
EXP-1928-12-19-a-i0002,39,1173,1176,S. d.,ORG,0.8274441957473755,1
EXP-1928-12-19-a-i0002,41,1238,1238,Bolivie,LOC,0.9735631346702576,1
EXP-1928-12-19-a-i0002,41,1248,1250,Société des nations,ORG,0.9606412053108216,1
EXP-1928-12-19-a-i0002,41,1274,1274,Paraguay,LOC,0.9910638332366944,1
EXP-1928-12-19-a-i0002,42,1289,1289,Paraguay,LOC,0.988431751728058,1
EXP-1928-12-19-a-i0002,44,1339,1339,Bolivie,LOC,0.9832882285118104,1
EXP-1928-12-19-a-i0002,47,1401,1401,Bolivie,LOC,0.9857189059257508,1
EXP-1928-12-19-a-i0002,48,1412,1412,Paraguay,LOC,0.9834828972816468,1
EXP-1928-12-19-a-i0002,49,1455,1455,Paraguay,LOC,0.9368069171905518,1
EXP-1928-12-19-a-i0002,49,1459,1461,M. Brand,PERS,0.9591674208641052,1
EXP-1928-12-19-a-i0002,49,1474,1476,Société des nations,ORG,0.8897390365600586,1
EXP-1938-04-01-a-i0131,0,4,8,M. G. Béguin,PERS,0.980798363685608,1
EXP-1938-04-01-a-i0131,10,241,244,M. Hermann Pfaff,PERS,0.9826094508171082,1
EXP-1938-04-01-a-i0131,13,330,330,Serrlères,LOC,0.9260043501853944,1
EXP-1938-04-01-a-i0131,16,429,429,Colombier,LOC,0.987398624420166,1
EXP-1938-04-01-a-i0131,16,433,433,Boudry,LOC,0.9874799251556396,1
EXP-1938-04-01-a-i0131,17,461,466,Association de soutien du football romand,ORG,0.9147542119026184,1
EXP-1938-04-01-a-i0131,19,517,517,Boudry,LOC,0.8425963521003723,1
EXP-1938-05-11-a-i0108,0,22,23,Suisses allemands,LOC,0.7679081559181213,1
EXP-1938-05-11-a-i0108,0,25,26,Suisses romands,LOC,0.7870484590530396,1
EXP-1938-05-11-a-i0108,1,31,35,M. E. Juillerat,PERS,0.8298810124397278,1
EXP-1938-05-11-a-i0108,1,39,39,Jura,LOC,0.719557523727417,1
EXP-1938-05-11-a-i0108,1,42,42,Porrentruy,LOC,0.825350284576416,1
EXP-1938-05-11-a-i0108,6,205,206,Suisse romande,LOC,0.9589139819145204,1
EXP-1938-05-11-a-i0108,7,294,294,Suisse,LOC,0.8687052726745605,1
EXP-1938-05-11-a-i0108,9,343,344,Conseil fédéral,ORG,0.6527332067489624,1
